Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-04-18,Gentlemen Prefer Blondes,1953,https://boxd.it/9ro3kV,4.5,,"<i>“Is it the right size?” “Well it can never be too big!”</i>

When my mom got her first iPhone it had an unlimited cellular plan, which meant that she would let me watch 3 videos on a loop on the factory-installed YouTube app (remember when Apple did that?). I wore the proverbial tape out watching Madonna’s <i>Material Girl</i> music video. Something about that whole scene tickled my ten year old brain like no other. I eventually learned that it was an homage to a scene in some old movie with Marilyn Monroe in it, but for some reason it took me another ten years to fall in love with the rendition of “Diamonds are a Girl’s Best Friend” in <i>Gentlemen Prefer Blondes</i>. I am sorry to my inner child, but Madonna is cute and Marilyn is gorgeous, and, well, gorgeous, is… you know, gonna devour cute.

I really loved this movie in ways I didn’t expect! I went into it blind (save for Miss Square-Cut-or-Pear-Shaped) and was so surprised by how lovely the friendship was between Dorothy and Lorelei. I loved seeing an unconditional and wholly loving relationship between two women on screen. Both women were entirely self-assured and I felt little lightning bolts shooting out of my toes for the entire movie because of how excited I was to see that. 

This movie has everything! Marilyn Monroe, Jane Russell, diamonds sparklier than anything Jalen Hurts has ever worn, perfectly glossy red lips, a precocious 10 year old fella, an accidental fall into the pool, myriad spectacular musical numbers, fabulous costuming, a courtroom scene, sexy Olympic athletes, and Paris.","50s, good styling, beautiful, so much fun, good cinematography, good acting, good dialogue, incredible performance, gay halloween, cunt classic, they matched each other's freak, something wellesley this way comes, hair and makeup masterclass, technicolor, top2025, showgirls!, profile, nyc",2025-04-17
2025-04-19,Some Like It Hot,1959,https://boxd.it/9rUEtT,4.5,,"<i>“Well, nobody’s perfect.”</i>","50s, national film registry, best costume design winner, hey that's the name of the movie, b&w, good acting, good styling, beautiful, so much fun, good cinematography, good dialogue, smoke a j first, gay halloween, something wellesley this way comes",2025-04-18
2025-04-19,Heat,1995,https://boxd.it/9s62IP,3.5,,"<i>Because she’s got a GREAT ASS!!</i>

Watched in honor of Val Kilmer, who got on screen with two of the best actors of all time and absolutely nailed it. His ability to steal the scene no matter its other occupants should be studied. I saw clips of his big shootout all over Twitter when he died( and it works even better in the movie. Goddamn. And “the sun rises and falls with her, man” !!!

Ughhhh I don’t think I got this movie. I watched it with my dad which should have been the unlock code!! This is perfect dad cinema. Alas, he and I hooted and hollered at all the same things. He and my mom and I all agreed that the best scenes were the final bank heist because of the #vibes and that scene where Hanna and McCauley get coffee because it’s just two goats munchin away

Camerawork was usually great but occasionally perplexing, the styling was great for the time period but hard to look at because of how bad the nineties were, the score was fucking awesome, and I chewed off my fingernails and toenails the entire twenty minutes of the bank heist.

Cannot tell what I thought of the Lauren storyline. 

So much of the non-Pacino/de Niro/Kilmer acting was not to my taste. The lighting was sometimes heinous. The dialogue was atrocious coming out of anyone except the aforementioned trio. I like the critique that this should have been a season of television.","90s, '85 - '95, '95 - '05, good acting, w/ dad, w/ mom, they matched each other's freak, good score, bechdel fail, hey that's the name of the movie, i love my dad, bay area mentioned, heist movie, cops",2025-04-18
2025-04-20,Grey Gardens,1975,https://boxd.it/9svfNt,,,"I don’t rate docs. I <i>do</i> like to pop a favorite quote at the top of my reviews, but I couldn’t choose one! So here are 9 that I loved:
- “You know they can get you in East Hampton for wearing red shoes on a Thursday.”
- “It’s very difficult to keep the line between the past and the present, do you know what I mean? It’s awful difficult.”
- “I only care about three things: the Catholic Church, swimming, and dancing. And I had to give them up.”
- “Perhaps that’s what made my father hate it so, because I could choose. But I chose what I thought he would want me to choose!”
- “I got fat not wearing clothes for two years.” “Oh, that wasn’t it at all! It was the quarts and quarts of ice cream. My bill was $171 just for ice cream.”
- “If you can’t get a man to propose to you, you might as well be dead.”
- “I can’t get the thumbtack in the wall. I think I have the saddest life.”
- “Are you absolutely crazy? There isn’t anything I can’t do.”
- “I’ve never had a minute’s fun, not a minute’s!”
- “If a man doesn’t understand music there’s no point in my even meeting him.”

I felt very uncomfortable watching this sometimes; I think it reflected a lot of my own personality and tendencies back to me, and mostly the ones I feel really insecure about. The indomitability of the human spirit is on full display at all times. How beautiful to have this kind of insight into these women’s lives like this. 5 stars! What a work of art.","70s, national film registry, janus films, criterion collection, documentary, beautiful, good cinematography, feeling seen, good editing, hey that's the name of the movie",2025-04-19
2025-04-20,No Other Land,2024,https://boxd.it/9sNW0P,,,"“This is a story about power.” 

<blockquote>
- Basel, in a voiceover</blockquote>—————————
“Don’t be afraid of them, we have a special power.” 

<blockquote>- Basel’s father, Nasser, ~20 years prior in a home video</blockquote>","2020s, documentary, good cinematography, !american, !in english, hey that's the name of the movie, w/ jill, best documentary winner, theater",2025-04-19
2025-04-21,The Witches of Eastwick,1987,https://boxd.it/9tdft7,3.5,,"<i>“You’re not even interesting enough to make me sick!”</i>

A great example of a movie that would be a 10 if it had been written and directed by a woman. Cher, Susan Sarandon, and Michelle Pfeiffer TURNT IT!!!!! So talented and so beautiful. I have a feeling this will become an October staple for me. I loved this whole thing a lot","80s, '85 - '95, good styling, so much fun, gay halloween, camp, something wellesley this way comes, good for her, malleus maleficarum",2025-04-20
2025-04-21,Funny Face,1957,https://boxd.it/9tpi73,3,,"<i>“When I get through with you you’ll look like a tree.”</i>

Audrey Hepburn, Givenchy, Kay Thompson, Technicolor, the <i>Think Pink</i> number, the Quality offices, the city of Paris, and the cinematography were all amazing. Everything else ranged from forgettable to disappointing. I really enjoyed how <i>The Devil Wears Prada</i> changed the plot; Fred Astaire should have always just been a mentor, he and Audrey have zero romantic/sexual chemistry. The plot is pretty nonsensical and I hated how even the movie refused to take Jo seriously.","50s, good styling, beautiful, good cinematography, hey that's the name of the movie, technicolor, hair and makeup masterclass, musical, fashion history, nyc",2025-04-20
2025-04-21,Scream,1996,https://boxd.it/9txWhj,4.5,Yes,What does it say about me that I think Stu is one of the hottest on-screen boyfriends of all time,,2025-04-20
2025-04-22,What Ever Happened to Baby Jane?,1962,https://boxd.it/9uhAEx,4,,"<i>“You mean all this time we could have been friends?”</i>

BETTE DAVIS IS THE MOST TALENTED ACTOR OF ALL TIME!!!!","60s, b&w, good cinematography, good dialogue, incredible performance, gay halloween, camp, cunt classic, national film registry, best costume design winner, mooford loved this",2025-04-21
2025-04-23,Uncut Gems,2019,https://boxd.it/9uC4AP,4,,"<i>“This is my fucking way, this is how I win.”</i>

Half star added for a stellar performance from Kevin Garnett. And his acting was good, too!","2010s, a24, criterion collection, stressful!, that's a girldad, bechdel fail, nyc",2025-04-22
2025-04-23,Sucker Punch,2011,https://boxd.it/9uHq3D,2.5,,"<i>“I need this bullshit to stop! Out of mutual respect, let’s get things back to how they were.”</i>

I watched the extended cut because I’d heard this movie would be right up my alley and I wanted to bask in its glory! Bummer that didn’t happen

There are two things that betray this movie and its lack of feminism beyond anything surface level:
(1) the bus driver speaking over Sweet Pea at the end when she’s being questioned by cops;
(2) the outfits in the third level fantasy world.

I understand why the women would be scantily clad in Babydoll’s second reality, given that it was a brothel. What I don’t understand is the in-universe reason for why they would all have their boobs our to fight dragons and the robots from <i>Robots</i>. Had Snyder put these ladies in equally intricate but much more conservative outfits, I would have bought that the third level was the ultimate escape for Babydoll. Instead we’re supposed to think that Babydoll is (literally) fantasizing about being half naked and strong as an escape from her reality where she is half naked and being forced into sex work. I juuuuuuuuust think that if Snyder had actually given a hoot about making a bigger point about gendered violence he would have made different choices. So.","2010s, director's cut, gay halloween, idk how to rate this, surrealism, superheroes",2025-04-22
2025-04-23,Opus,2025,https://boxd.it/9uL99R,2.5,,"<i>“Why is it that waterproof foundation is never truly waterproof? Why?!”
</i>
I think I've seen this film before! AND I didn't like the ending.

Ayo Edebiri supremacy. I cannot wait to see her leading more movies, she's such a star!","2020s, a24, fabulous title card, beautiful, good score, good styling",2025-04-22
